10:B2:6B,"base Co, Ltd"
00:50:C2:05:6,Base 2
40:D8:55:09:F,Bascules Robbe nv
38:B1:9E:4,Basalte Bvba
C8:29:2A,Barun Electronics
00:09:4E,"Bartech Systems International, Inc"
70:B3:D5:AA:D,Bartec GmbH
00:1A:35,Bartec GmbH
04:7F:0E,Barrot Tech Ltd
00:C0:A9,Barron Mccann Ltd
08:00:16,Barrister Info Sys Corp
00:50:C2:AB:C,Barrick
00:03:00,"Barracuda Networks, Inc"
70:B3:D5:FF:A,Barracuda Measurement Solutions
DC:67:23,barox Kommunikation GmbH
38:B8:EB:2,barox Kommunikation GmbH
D4:25:CC:4,Barobo Inc
70:B3:D5:3E:1,Barnstormer Softworks
64:C6:67,Barnes&Noble
58:67:1A,Barnes&Noble
00:08:E1,Barix AG
00:04:BB,Bardac Corp
00:50:4B,Barconet N.V.
70:B3:D5:62:F,"Barco, s.r.o."
00:04:A5,Barco Projection Systems NV
00:0D:0A,Barco Projection Systems NV
00:00:63,Barco Control Rooms GmbH
18:80:CE,Barberry Solutions Ltd
DC:48:B2,Baraja Pty. Ltd
00:50:C2:F4:F,Bap Precision Ltd
58:E8:76:E,"Baoruh Electronic Co, Ltd"
40:D8:55:1D:D,BaOpt Benelux bv
78:0A:C7,"Baofeng TV Co, Ltd"
00:21:92,"Baoding Galaxy Electronic Tech Co, Ltd"
08:00:4A,Banyan Systems Inc
00:04:E6,Banyan Network Private Ltd
00:23:D9,Banner Engineering
1C:FD:08:A,"Banmak Technogies Co, Ltd"
00:08:19,Banksys
00:D0:76,Bank of America
00:24:84,Bang and Olufsen Medicom a/s
00:09:A7,Bang & Olufsen A/S
00:06:B8,Bandspeed Pty Ltd
00:26:FA,BandRich Inc
00:50:C2:6E:9,Bando electronic communication CoLltd
00:06:75,"Banderacom, Inc"
70:B3:D5:A9:9,Bandelin electronic GmbH & Co KG
44:25:BB,Bamboo Entertainment Corp
FC:55:DC,Baltic Latvian Universal Electronics Llc
00:D0:C2,Balthazar Tech AB
00:1B:C5:0A:6,Balter Security GmbH
5C:24:79,Baltech AG
00:50:C2:8A:4,Balogh T.A.G Corp
00:50:C2:10:8,Balogh S.A.
D8:DD:5F,Balmuda Inc
00:1E:56,Bally Wulff Entertainment GmbH
00:16:80,Bally Gaming + Systems
00:19:31,Balluff GmbH
74:F8:DB:A,"Ballard Tech, Inc,"
00:50:C2:2E:2,"Ballard Tech, Inc,"
00:23:D8,Ball-It Oy
00:50:C2:8E:C,Balfour Beatty Rail GmbH
00:18:CF,Baldor Electric Co
00:15:27,Balboa Instruments
00:06:03,Baker Hughes Inc
48:0B:B2:1,Baja Electronics Tech Ltd
4C:A5:15,Baikal Electronics Jsc
10:A4:B9,"Baidu Online Network Tech (Beijing) Co, Ltd"
88:2D:53,"Baidu Online Network Tech (Beijing) Co, Ltd"
D4:60:75,"Baidu Online Network Tech (Beijing) Co, Ltd"
48:BF:74,"Baicells Tech Co, Ltd"
40:9F:C7,"Baekchun I&C Co, Ltd"
CC:3F:EA,"Bae Systems, Inc"
70:B3:D5:02:A,Bae Systems Surface Ships Ltd
00:50:C2:89:0,Bae Systems Hägglunds AB
00:50:C2:1F:6,Bae Systems Controls
00:50:C2:C4:0,Bae Systems Bofors AB
00:90:25,Bae Systems Australia (Electronic Systems) Pty Ltd
18:F9:C4,Bae Systems
00:50:C2:EA:A,Bae Systems
00:0B:F3,Bae Systems
00:16:0F,Badger Meter Inc
40:D8:55:00:6,Bactest Ltd
70:B3:D5:4B:3,Bacsoft
00:26:3C,Bachmann Tech GmbH & Co KG
00:50:C2:8D:1,Bachmann Monitoring GmbH
00:10:7E,Bachmann Electronic GmbH
C4:55:C2,Bach-Simpson
00:50:C2:C2:C,bach-messtechnik GmbH
74:19:F8:C,Bach Icon ApS
2C:24:5F,Babolat VS
00:1D:51,"Babcock & Wilcox Power Generation Group, Inc"
70:B3:D5:E0:7,Baader Planetarium GmbH
00:16:C3,BA Systems Inc
C4:95:4D:0,BA International Electronics Co Ltd
00:50:C2:EE:6,"B:Tech, a. s."
C0:D3:91:1,B9Creations
9C:F6:DD:5,b8ta Inc
BC:97:40:E,B4ComTechnologies Llc
00:D0:D7,"B2c2, Inc"
00:14:89,"B15402100 - Jandei, S.L."
00:A0:93,"B/E Aerospace, Inc"
70:B3:D5:44:8,"B/E Aerospace, Inc"
70:B3:D5:49:F,B.P.A. Srl
00:50:C2:04:2,"B.E.A.R. Solutions (Australasia) Pty, Ltd"
00:50:C2:70:B,"B.E.A.R. Solutions (Australasia) Pty, Ltd"
00:50:C2:C3:7,"B.E.A.R. Solutions (Australasia) Pty, Ltd"
70:B3:D5:0D:F,B.E.A. sa
00:12:21,B.Braun Melsungen AG
00:50:C2:BD:8,b.a.b-technologie GmbH
00:50:C2:75:F,B. Rexroth the identity Co GmbH
00:50:C2:04:7,B. R. Electronics
1C:21:D1:5,B-Scada Inc
68:B9:83,b-plus GmbH
00:50:C2:86:F,b-plus GmbH
48:02:2A,B-Link Electronic Ltd
00:15:9C,"B-Kyung System Co, Ltd"
00:20:E7,B&W Nuclear Service Co
D8:1E:DE,B&W Group Ltd
EC:66:D1,B&W Group Ltd
00:09:2E,B&Tech System Inc
00:50:C2:6C:8,"B&S Media Co, Ltd"
6C:2E:72,B&B Exporting Ltd
00:0E:BE,B&B Electronics Manufacturing Co
00:50:C2:85:C,B S E
E4:1E:0A:9,B Meters S.R.L.
38:E8:DF,b GmbH medien + datenbanken
00:0A:12,"Azylex Tech, Inc"
00:50:C2:FE:0,Azurtest
40:99:22,AzureWave Tech Inc
80:A5:89,AzureWave Tech Inc
6C:71:D9,AzureWave Tech Inc
F0:03:8C,AzureWave Tech Inc
00:25:D3,AzureWave Tech Inc
00:22:43,AzureWave Tech Inc
24:0A:64,AzureWave Tech Inc
28:66:E3,AzureWave Tech Inc
D0:C5:D3,AzureWave Tech Inc
2C:DC:D7,AzureWave Tech Inc
5C:96:56,AzureWave Tech Inc
DC:F5:05,AzureWave Tech Inc
74:C6:3B,AzureWave Tech Inc
48:5D:60,AzureWave Tech Inc
38:4F:F0,AzureWave Tech Inc
74:F0:6D,AzureWave Tech Inc
E8:D8:19,AzureWave Tech Inc
A8:1D:16,AzureWave Tech Inc
54:27:1E,AzureWave Tech Inc
E0:B9:A5,AzureWave Tech Inc
B0:EE:45,AzureWave Tech Inc
40:9F:38,AzureWave Tech Inc
94:DB:C9,AzureWave Tech Inc
28:C2:DD,AzureWave Tech Inc
D0:E7:82,AzureWave Tech Inc
78:18:81,AzureWave Tech Inc
70:66:55,AzureWave Tech Inc
6C:AD:F8,AzureWave Tech Inc
80:91:33,AzureWave Tech Inc
60:5B:B4,AzureWave Tech Inc
1C:4B:D6,AzureWave Tech Inc
44:D8:32,AzureWave Tech Inc
AC:89:95,AzureWave Tech Inc
DC:85:DE,AzureWave Tech Inc
C0:E4:34,AzureWave Tech Inc
40:E2:30,AzureWave Tech Inc
80:C5:F2,AzureWave Tech Inc
08:A9:5A,AzureWave Tech Inc
00:15:AF,AzureWave Tech Inc
74:2F:68,AzureWave Tech Inc
80:D2:1D,AzureWave Tech Inc
4C:AA:16,AzureWave Tech (Shanghai) Inc
00:24:23,AzureWave Tech (Shanghai) Inc
00:1B:5C,"Azuretec Co, Ltd"
00:80:FE,"Azure Tech, Inc"
94:81:A4,Azuray Tech
00:0F:51,"Azul Systems, Inc"
00:1F:07,Azteq Mobile
00:09:47,"Aztek, Inc"
00:1A:E7,"Aztek Networks, Inc"
00:30:0A,Aztech Electronics Pte Ltd
E0:8E:3C,Aztech Electronics Pte Ltd
00:26:75,Aztech Electronics Pte Ltd
18:20:12,Aztech Associates Inc
00:90:3F,Aztec Radiomedia
00:30:FB,Azs Tech AG
5C:C7:D7,Azroad Tech Co Ltd
00:A0:DD,Azonix Corp
00:17:98,"Azonic Tech Co, Ltd"
70:B3:D5:41:D,Azmoon Keifiat
00:50:C2:19:A,Azio Tech Co
00:50:C2:24:B,"Azimuth Systems, Inc"
80:2E:14,azeti Networks AG
00:50:C2:36:2,Azd Praha s.r.o.
70:B3:D5:D5:1,Azcom Tech S.r.l.
00:17:7B,Azalea Networks Inc
14:AE:85:5,AZ-Tech Sdn Bhd
70:B3:D5:C6:9,AZ-Tech Sdn Bhd
70:B3:D5:0B:A,"Ayre Acoustics, Inc"
00:1D:CC,"Ayon Cyber Security, Inc"
60:E9:56,"Ayla Networks, Inc"
00:1A:2B,"Ayecom Tech Co, Ltd"
CC:F6:7A,Ayecka Communication Systems Ltd
00:50:C2:5A:9,Ayc Telecom Ltd
00:04:7A,Axxessit Asa
70:B3:D5:61:6,Axxess Identification Ltd
40:D8:55:09:0,Axxess Identification Ltd
00:10:6D,Axxcelera Broadband Wireless
00:C0:69,Axxcelera Broadband Wireless
20:4E:6B,Axxana(israel) Ltd
F8:AA:8A,"Axview Tech (Shenzhen) Co, Ltd"
00:30:AA,"Axus Microsystems, Inc"
0C:5A:19,Axtion Sdn Bhd
00:11:CD,Axsun Tech
A0:D1:2A,Axpro Tech Inc
00:50:C2:1A:9,Axotec Tech GmbH
70:B3:D5:BA:B,Axotec Tech GmbH
00:50:C2:CD:E,Axotec Tech GmbH
FC:85:96,Axonne Inc
00:24:42,Axona Ltd
00:C0:D4,"Axon Networks, Inc"
00:03:41,Axon Digital Design
00:50:C2:28:D,Axode SA
00:50:C2:D9:3,Axlon AB
0C:D7:C2,"Axium Tech, Inc"
00:50:C2:C1:7,Axis-Shield PoC AS
00:50:C2:61:5,Axis Electronics
70:B3:D5:98:7,Axis Corp
00:40:8C,Axis Communications AB
AC:CC:8E,Axis Communications AB
B8:A4:4F,Axis Communications AB
0C:55:21,Axiros GmbH
00:0D:7E,"Axiowave Networks, Inc"
B4:9D:B4,Axion Tech Inc
00:1D:9E,Axion Tech
B4:37:D1:A,Axiomatic Tech Corp
00:60:E0,"Axiom Tech Co, Ltd"
00:18:CC,Axiohm Sas
70:B3:D5:00:B,Axing AG
10:CC:DB,Aximum Produits Electroniques
54:D0:ED,Axim Communications
B4:C6:F8,Axilspot Communication
98:E8:48,Axiim
24:5C:CB,"AXIe Consortium, Inc"
00:50:C2:FE:B,Axible Tech
00:50:C2:D2:9,Axible Tech
00:19:ED,Axesstel Inc
70:B3:D5:41:3,Axess AG
E0:56:F4,AxesNetwork Solutions Inc
00:50:C2:1B:1,Axes Tech
64:C6:AF,Axerra Networks Ltd
F0:D7:67,Axema Passagekontroll AB
00:14:B1,Axell Wireless Ltd
00:0D:12,Axell Corp
50:A4:D0:D,Axel Tech
F4:0E:11:2,Axel srl
00:A0:34,Axel
00:50:C2:B7:4,Axed Jakubowski Wojciechowski sp.j.
B8:A5:8D,Axe Group Holdings Ltd
00:03:A9,Axcent Media AG
00:17:2D,Axcen Photonics Corp
70:B3:D5:D8:E,Axatel SrL
F8:D3:A9,Axan Networks
D8:FB:11,Axacore
00:1B:A0,Awox
C4:7C:8D:7,"Awiselink Co, Ltd"
00:12:5F,Awind Inc
00:16:A7,Aweta G&P
EC:43:E6,Awcer Ltd
00:14:EB,AwarePoint Corp
34:A1:83,"Aware, Inc"
00:10:9E,"Aware, Inc"
00:0B:8D,Avvio Networks
64:F9:87,Avvasi Inc
00:50:C2:06:E,Avtron Manufacturing Inc
A0:E2:01,AVTrace Ltd(China)
00:25:EE,Avtex Ltd
50:62:55:7,"Avtech Software, Inc"
00:0C:5F,"Avtec, Inc"
00:16:C2,Avtec Systems Inc
00:06:9B,Avt Audio Video Tech GmbH
00:23:C7,AVSystem
00:0A:71,"Avrio Tech, Inc"
F8:1D:78:A,AVPro Global Holdings Llc
88:E6:03,Avotek Corp
98:14:D2,Avonic
00:50:C2:74:4,"Avonaco Systems, Inc"
00:12:B2,Avolites Ltd
00:50:C2:ED:8,"AVocation Systems, Inc"
00:05:09,Avoc Nishimura Ltd
38:B1:9E:3,Avo Development Ltd
00:1B:C5:0A:C,AVnu Alliance
00:02:B5,"Avnet, Inc"
D8:22:F4,Avnet Silica
70:B3:D5:B4:F,AvMap srlu
70:B3:D5:04:8,AvMap srlu
9C:C7:A6,Avm GmbH
00:1F:3F,Avm GmbH
24:65:11,Avm GmbH
BC:05:43,Avm GmbH
00:04:0E,Avm GmbH
C0:25:06,Avm GmbH
00:1C:4A,Avm GmbH
34:31:C4,Avm GmbH
34:81:C4,Avm GmbH
08:96:D7,Avm GmbH
00:24:FE,Avm GmbH
00:15:0C,Avm GmbH
00:1A:4F,Avm GmbH
38:10:D5,Avm Audiovisuelles Marketing und Computersysteme GmbH
5C:49:79,Avm Audiovisuelles Marketing und Computersysteme GmbH
98:9B:CB,Avm Audiovisuelles Marketing und Computersysteme GmbH
E8:DF:70,Avm Audiovisuelles Marketing und Computersysteme GmbH
7C:FF:4D,Avm Audiovisuelles Marketing und Computersysteme GmbH
C8:0E:14,Avm Audiovisuelles Marketing und Computersysteme GmbH
44:4E:6D,Avm Audiovisuelles Marketing und Computersysteme GmbH
2C:91:AB,Avm Audiovisuelles Marketing und Computersysteme GmbH
2C:3A:FD,Avm Audiovisuelles Marketing und Computersysteme GmbH
DC:39:6F,Avm Audiovisuelles Marketing und Computersysteme GmbH
CC:CE:1E,Avm Audiovisuelles Marketing und Computersysteme GmbH
E0:28:6D,Avm Audiovisuelles Marketing und Computersysteme GmbH
F0:B0:14,Avm Audiovisuelles Marketing und Computersysteme GmbH
88:A9:A7:D,"Avlink Industrial Co, Ltd"
00:01:08,"Avlab Tech, Inc"
00:05:23,Avl List GmbH
70:B3:D5:86:B,Avl DiTEST
B0:09:D3,Avizia
00:11:EC,Avix Inc
B4:31:B8,Aviwest
00:02:49,"Aviv Infocom Co, Ltd"
00:50:C2:C0:E,AVItronic GmbH
00:23:21,Avitech International Corp
14:46:E4,Avistel
00:08:C1,Avistar Communications Corp
00:02:32,"Avision, Inc"
5C:25:4C,Avire Global Pte Ltd
A8:D4:98,Avira Operations GmbH & Co KG
00:16:F8,"Aviqtech Tech Co, Ltd"
00:D0:E1,Avionitek Israel Inc
00:50:C2:41:F,"Avionica, Inc"
70:B3:D5:61:1,Avionica
70:B3:D5:0F:0,Avionica
00:0C:32,Avionic Design Development GmbH
00:30:08,"Avio Digital, Inc"
00:19:91,avinfo
00:08:90,Avilinks SA
00:1F:92,Avigilon Corp
00:18:85,Avigilon Corp
00:1D:3D,Avidyne Corp
00:E0:1F,"Avidia Systems, Inc"
70:B3:D5:B4:D,Avidbots Corp
00:A0:7E,"Avid Tech, Inc"
70:B3:D5:44:7,Avid Controls Inc
00:90:B2,Avici Systems Inc
30:0A:60:4,"Avic Jonhon Optronic Tech Co, Ltd"
EC:60:E0,Avi-ON Labs
9C:FF:C2,Avi Systems GmbH
9C:F6:DD:A,Avi Pty Ltd
70:B3:D5:79:0,Avi Pty Ltd
70:B3:D5:3E:2,Avi Pty Ltd
00:12:ED,Avg Advanced Tech
00:90:E3,Avex Electronics Inc
60:86:45,"Avery Weigh-Tronix, Llc"
00:0A:44,Avery Dennison Deutschland GmbH
4C:91:7A:B,AvertX
00:69:67:D,aversix
14:30:7A,Avermetrics
00:50:C2:5B:7,"AVerMedia Tech, Inc"
00:50:C2:54:2,"AVerMedia Tech, Inc"
00:50:C2:13:E,"AVerMedia Systems, Inc"
00:18:1A,AVerMedia Information Inc
00:22:9B,"AverLogic Tech, Inc"
70:B3:D5:0B:4,Aver
A8:75:E2,"Aventura Tech, Inc"
C8:8E:D1:E,Aventics GmbH
00:50:C2:46:E,Avenir Tech Inc
7C:60:4A,Avelon
00:18:0E,Avega Systems
00:1A:8D,Avecs Bergen GmbH
E8:18:63:2,"Avcon Information Tech Co, Ltd"
00:16:95,Avc Tech (International) Ltd
24:D9:21,Avaya Inc
B4:B0:17,Avaya Inc
3C:B1:5B,Avaya Inc
C4:BE:D4,Avaya Inc
70:38:EE,Avaya Inc
C0:57:BC,Avaya Inc
C8:1F:EA,Avaya Inc
A4:25:1B,Avaya Inc
D4:EA:0E,Avaya Inc
60:49:C1,Avaya Inc
80:1D:AA,Avaya Inc
F8:15:47,Avaya Inc
A0:09:ED,Avaya Inc
84:83:71,Avaya Inc
10:CD:AE,Avaya Inc
00:1B:4F,Avaya Inc
B0:AD:AA,Avaya Inc
00:04:0D,Avaya Inc
50:CD:22,Avaya Inc
B4:47:5E,Avaya Inc
A4:78:86,Avaya Inc
D4:78:56,Avaya Inc
14:61:2F,Avaya Inc
34:75:C7,Avaya Inc
64:A7:DD,Avaya Inc
BC:AD:AB,Avaya Inc
B4:A9:5A,Avaya Inc
58:16:26,Avaya Inc
70:52:C5,Avaya Inc
6C:FA:58,Avaya Inc
04:8A:15,Avaya Inc
6C:A8:49,Avaya Inc
90:FB:5B,Avaya Inc
44:32:2A,Avaya Inc
E4:5D:52,Avaya Inc
F8:73:A2,Avaya Inc
70:7C:69,Avaya Inc
00:54:9F,Avaya Inc
50:61:84,Avaya Inc
A0:12:90,Avaya Inc
FC:A8:41,Avaya Inc
CC:F9:54,Avaya Inc
64:C3:54,Avaya Inc
64:6A:52,Avaya Inc
24:B2:09,Avaya Inc
FC:83:99,Avaya Inc
3C:3A:73,Avaya Inc
C8:F4:06,Avaya Inc
70:30:18,Avaya Inc
A0:51:C6,Avaya Inc
2C:F4:C5,Avaya Inc
38:BB:3C,Avaya Inc
00:E0:07,Avaya Ecs Ltd
00:90:CE,avateramedical Mechatronics GmbH
F8:8A:3C:E,Avateq Corp
00:80:FC,Avatar Corp
A0:FE:91,Avat Automation GmbH
E4:1E:0A:3,Avast Software s.r.o.
00:0E:8A,Avara Tech Pty. Ltd
90:DA:4E,Avanu
00:50:C2:4D:8,Avantry Ltd
74:F8:DB:9,Avantree Corp
00:1B:29,"Avantis.Co, Ltd"
00:21:8F,Avantgarde Acoustic Lautsprechersysteme GmbH
00:12:BD,Avantec Manufacturing Ltd
70:B3:D5:41:0,"Avant Tech, Inc"
70:B3:D5:09:7,Avant Tech
40:D8:55:0D:7,Avant Tech
00:0F:97,Avanex Corp
00:0F:98,Avamax Co Ltd
60:D7:E3:0,Avalun
00:04:5F,"Avalue Tech, Inc"
00:E0:0E,"Avalon Imaging Systems, Inc"
00:21:74,AvaLAN Wireless
00:80:B3,Aval Data Corp
00:50:28,Aval Communications
90:23:EC,"Availink, Inc"
30:34:D2,"Availink, Inc"
00:01:DD,Avail Networks
00:19:4D,Avago Tech Sdn Bhd
00:17:6A,Avago Tech
00:22:26,"Avaak, Inc"
70:B3:D5:72:F,Ava Tech Inc
00:50:C2:FF:9,Ava Monitoring AB
70:B3:D5:31:D,Ava Monitoring AB
00:0E:53,AV Tech Corp
00:50:C2:6F:6,AV SatCom AS
00:0D:1F,AV Digital
00:0E:55,Auvitran
D8:86:0B:3,Auvidea GmbH
18:1E:95,AuVerte
00:24:74,Autronica Fire And Securirty
00:50:C2:4F:3,Autronica Fire And Securirty
EA:11:5D,Autovision Tech Inc
00:26:71,"Autovision Co, Ltd"
00:00:2C,Autotote Ltd
00:50:C2:23:0,AutoTOOLS group Co Ltd
00:50:C2:2D:B,AutoTOOLS group Co Ltd
00:15:B0,"Autotelenet Co, Ltd"
00:50:C2:91:0,Autotank AB
90:56:92,Autotalks Ltd
00:04:26,Autosys
00:0A:60,Autostar Tech Pte Ltd
1A:75:FB,Autosar
30:D4:6A,Autosales Inc
40:D8:55:1A:E,"Autonomous Solutions, Inc"
00:50:C2:FD:2,Autonomic Controls. Inc
70:B3:D5:97:3,Autonomic Controls. Inc
58:E8:08,Autonics Corp
C8:63:14:1,"Autonics Co, Ltd"
00:24:CB,Autonet Mobile
28:2F:C2,Automotive Data Solutions
70:B3:D5:59:B,Automatizacion Y Conectividad SA DE CV
70:B3:D5:CD:7,AutomationX GmbH
00:50:C2:7F:A,AutomationX GmbH
10:DE:E4,automationNEXT GmbH
00:50:C2:91:E,Automation Tec
00:21:DA,Automation Products Group Inc
70:B3:D5:2B:B,Automation Networks & Solutions Llc
00:17:30,Automation Electronics
50:DD:4F,"Automation Components, Inc"
00:50:C2:E1:3,Automation Assist Japan Co
00:50:C2:60:E,"Automation and Control Tech, Inc"
C0:C3:B6,Automatic Systems
34:E4:2A,Automatic Bar Controls Inc
00:E0:C9,AutomatedLogic Corp
00:50:C2:C8:A,"Automated Media Services, Inc"
00:0C:44,"Automated Interfaces, Inc"
00:50:C2:5D:0,Automata Spa
70:B3:D5:E1:4,Automata Spa
70:B3:D5:57:C,Automata GmbH & Co KG
70:B3:D5:1F:9,Automata GmbH & Co KG
00:07:D0,Automat Engenharia de Automação Ltda.
00:50:C2:1E:1,Automaatiotekniikka Seppo Saari Oy
38:8E:7A,Autoit
94:01:49,AutoHotBox
00:A0:F6,AutoGas Systems Inc
A4:9E:DB,"AutoCrib, Inc"
00:20:4B,"Autocomputer Co, Ltd"
00:1A:CB,Autocom Products Ltd
70:B3:D5:98:E,Autocom Diagnostic Partner AB
00:0C:B4,"AutoCell Laboratories, Inc"
FC:1D:84,Autobase
00:16:A0,Auto-Maskin
00:09:85,Auto Telecom Co
08:76:95,"Auto Industrial Co, Ltd"
3C:24:F0:C,Authentico Tech
70:B3:D5:83:6,Authenticdata
64:6A:74,"Auth-Servers, Llc"
00:1B:C5:0B:7,"Autelis, Llc"
00:20:7C,Autec GmbH
A0:BB:3E:8,AutarcTech GmbH
00:A0:6E,"Austron, Inc"
20:0A:0D:6,Austin Hughes Electronics Ltd
E8:C3:20,"Austco Communication Systems Pty, Ltd"
00:50:C2:9F:8,"Austco Communication Systems Pty, Ltd"
00:50:C2:78:7,"Austco Communication Systems Pty, Ltd"
00:50:C2:05:9,"Austco Communication Systems Pty, Ltd"
00:50:C2:C2:6,"Austco Communication Systems Pty, Ltd"
00:19:A4,"Austar Tech (hang zhou) Co, Ltd"
00:00:3C,Auspex Systems Inc
54:A4:93:5,"Ausounds Intelligence, Llc"
8C:92:36,"Aus.Linx Tech Co, Ltd"
00:24:70,Aurotech ultrasound AS.
00:60:7F,"Aurora Tech, Inc"
00:07:9B,Aurora Networks
00:14:82,Aurora Networks
00:11:02,Aurora Multimedia Corp
5C:68:D0,Aurora Innovation Inc
00:50:C2:63:0,Aurora Flight Sciences
00:10:7D,"Aurora Communications, Ltd"
A4:DA:22:6,Auranext
BC:34:00:A,Auralic Ltd
70:B3:D5:76:C,Aural Ltd
A0:D3:85,Auma Riester GmbH & Co KG
00:50:C2:2A:B,Aum Infotech Private Ltd
78:9C:85,"August Home, Inc"
8C:89:7A,Augtek
00:0F:29,Augmentix Corp
70:B3:D5:0C:3,Aug. Winkhaus GmbH & Co KG
DC:E7:1C,Aug Elektronik GmbH
00:09:52,Auerswald GmbH & Co KG
C0:29:73,Audyssey Laboratories Inc
A0:28:33:D,Audix
A8:5B:F3,Audivo GmbH
A8:4D:4A,Audiowise Tech Inc
00:21:2A,Audiovox Corp
00:04:C4,Audiotonix Group Ltd
00:50:C2:B9:F,Audioscope 2K Srl
00:1C:F7,AudioScience
00:02:64,AudioRamp.com
2C:27:9E:5,AudioNord Distribution A/S
00:1C:A9,Audiomatica Srl
AC:A9:A0,"Audioengine, Ltd"
70:B3:D5:1F:F,Audiodo AB
00:12:53,AudioDev AB
44:14:41,AudioControl Inc
00:17:19,"Audiocodes Usa, Inc"
00:0A:45,Audio-Technica Corp
70:B3:D5:A7:F,Audio Visual Digital Systems
00:50:C2:20:2,Audio Riders Oy
00:50:C2:3B:F,Audio Processing Tech Ltd
00:26:04,Audio Processing Tech Ltd
00:22:1A,Audio Precision
00:50:C2:F8:6,Audio Power Labs
00:1F:F0,Audio Partnership
E8:6D:65,Audio Mobil Elektronik GmbH
40:D8:55:01:B,Audio Enhancement
00:0B:5E,Audio Engineering Society Inc
00:50:C2:A8:A,Audio Engineering Ltd
10:07:23:4,Audio Engineering Ltd
B0:C5:CA:E,Audio Elektronik İthalat İhracat San ve Tic A.Ş.
00:50:C2:0E:8,"Audio Design Associates, Inc"
00:90:8F,Audio Codes Ltd
00:0D:44,Audio BU - Logitech
00:50:C2:D8:2,Audio Authority Corp
00:15:78,Audio / Video Innovations
00:1D:C1,Audinate Pty L
00:50:C2:C2:2,Audient Ltd
00:50:C2:70:E,Audico Systems OY
70:B3:D5:01:B,Audi AG
E0:49:ED,Audeze Llc
00:01:8D,AudeSi Tech
F0:23:B9:5,Audeara Pty. Ltd
44:D5:F2:9,"Auctus Tech Co, Ltd"
00:50:C2:47:C,Auconet GmbH
70:B3:D5:A0:0,Atx Networks Ltd
40:D8:55:12:2,Atx Networks Ltd
70:B3:D5:F1:E,Atx Networks Ltd
70:B3:D5:9D:9,Atx Networks Corp
70:B3:D5:51:C,Atx Networks Corp
70:B3:D5:64:4,Atx Networks Corp
3C:39:E7:5,Attrackting AG
70:B3:D5:D7:6,attocube systems AG
00:10:86,"Atto Tech, Inc"
00:14:42,Atto Corp
00:1C:E2,"Attero Tech, Llc"
70:B3:D5:2A:3,Att Nussbaum Prüftechnik GmbH
00:11:4D,"Atsumi Electric Co, Ltd"
70:B3:D5:90:1,Ats-Convers
00:50:C2:8A:A,Ats Elektronik GmbH
00:1B:2C,Atron electronic GmbH
00:18:D0,"AtRoad, A Trimble Co"
00:0E:4B,atrium c and i
00:0E:00,Atrie
00:03:EB,Atrica
14:13:57,"Atp Electronics, Inc"
70:B3:D5:2E:7,Atos spa
F8:10:37,"Atopia Systems, LP"
00:60:E9,"Atop Tech, Inc"
00:50:C2:F7:C,"Atonometrics, Inc"
70:B3:D5:97:6,Atonarp Micro-Systems India Pvt. Ltd
70:B3:D5:5B:F,Aton srl
00:40:E0,Atomwide Ltd
28:F5:37:5,Atomrock Llc
5C:F9:F0,Atomos Engineering P/L
DC:3C:F6,Atomic Rules Llc
00:14:40,Atomic Corp
E0:97:F2,Atomax Inc
00:50:C2:26:6,"Atom Giken Co, Ltd"
00:50:C2:E7:B,"Atom Giken Co, Ltd"
70:B3:D5:7D:9,"Atom Giken Co, Ltd"
70:B3:D5:AC:5,"Atom Giken Co, Ltd"
D0:5F:64:5,Atoll Solutions Private Ltd
E4:F3:27,Atol Llc
8C:1C:DA:8,Atol Llc
00:03:8E,"Atoga Systems, Inc"
04:2F:56,Atocs (Shenzhen) Ltd
00:08:E0,Ato Tech Ltd
F0:41:C8:D,Atn Media Group FZ Llc
34:28:F0,Atn International Ltd
00:10:B4,Atmosphere Networks
7C:69:6B,Atmosic Tech
FC:C2:3D,Atmel Corp
00:04:25,Atmel Corp
00:17:64,ATMedia GmbH
00:11:0C,"Atmark Techno, Inc"
60:74:8D,Atmaca Elektronik
00:A0:3E,Atm Forum
00:40:71,Atm Computer GmbH
0C:E9:9A,Atls Altec
B8:98:B0,Atlona Inc
74:65:D1,Atlinks
00:1F:1D,Atlas Material Testing Tech Llc
20:6A:FF,Atlas Elektronik UK Ltd
00:50:D6,Atlas Copco Tools AB
94:C3:E4,Atlas Copco Ias GmbH
00:50:C2:B1:F,Atlas Copco Ias GmbH
00:80:0E,Atlantix Corp
00:22:E0,Atlantic Software Tech S.r.L.
00:90:3C,Atlantic Network Systems
00:1F:A9,"Atlanta Dth, Inc"
00:1A:E6,Atlanta Advanced Communications Holdings Ltd
70:B3:D5:B7:6,Atl-SD
00:50:C2:92:7,Atis group s.r.o.
70:B3:D5:32:C,Ation Corp
70:B3:D5:9B:A,Atim Radiocommunication
D8:8D:C8,"Atil Tech Co, Ltd"
00:06:BB,Ati Tech Inc
00:16:BD,Ati Industrial Automation
00:25:DB,"Ati Electronics(Shenzhen) Co, Ltd"
00:50:C2:FA:E,Ati Automação Telecomunicações e Informática Ltda
C4:7C:8D:0,Ati
70:B3:D5:85:D,Athreya Inc
90:13:DA,Athom B.V.
00:03:7F,"Atheros Communications, Inc"
00:13:74,"Atheros Communications, Inc"
